Problem,Specialist
"আমি একটা সমস্যায় ভুগছি, যখন কোন বিষয় নিয়ে কথা বলতে যায় তৎক্ষনাৎ ঐই শব্দগুলি মুখ দিয়ে আসে না, কথা জড়িয়ে যায়। এটা কি নরমাল কিছু বুঝতে পারছি না?? এটা কিভাবে ঠিক করবো?",Psychiatrist
"আমি খুবই খুবই খুবই ডিপ্রেশন এ আছি, মৃত্যু ছাড়া কোনো উপায় দেখছি না",Psychiatrist
আমি ৭ মাসের প্রেগন্যান্ট কিন্তু বাচ্চার নড়াচড়া বুঝতে পারছি না,Gynecologist
আমি কোনো কিছু মনে করতে গেলে অনেক বেশি মাথা ব্যথা শুরু হয়ে যায়,Medicine
ঘুমের মধ্যে কারো প্যানিক এটাক হয়? আজ আমার ফাস্ট টাইম হলো। কবরস্থান সপ্ন দেখলাম তারপর থেকেই। নিজেকে সামলানো যাচ্ছে না।,Psychiatrist
পিরিয়ড হলে আমার মেয়ের অনেক পেট ব্যথা করে। সাথে বমিও করে। মাঝে মাঝে অজ্ঞ্যান হয়ে যায়,Gynecologist
আমার মায়ের স্তন ফুলে আছে আর অনেক ব্যথা পায়,Surgery
আমি মাথা ব্যথার যন্ত্রণায় দৈনন্দিন কাজগুলো ঠিকমত করতে পারি না,Medicine
"আমরা যদি সময়ের যত্ন নিই, তবে সময় আমাদের জীবনের যত্ন নেবে।",Psychiatrist
পিরিয়ড হলে আমার মেয়ে ব্যথায় মাঝে মাঝেই অজ্ঞ্যান হয়ে যায়,Gynecologist
আমার পড়াশোনা মনে থাকেনা। কোন কাজে গেলে কি কাজে জন্য পাঠায় কি বলে জেতে ভুলে জান।,Psychiatrist
আমার বুকে অনেক ভাড়ি কিছু চাপ দেয় আর ব্যথা করে,Cardiologist
"কিছু মানুষ এমন ভাবে কথা বলে,কথার আঘাতে রুহ সহ কেঁপে উঠে …",Psychiatrist
আমার মামির একটি কিডনি অপারেশন করে ফেলে দেওয়া হয়েছিলো। কিন্তু মামির আরেকটি কিডনিও ভালো অবস্থায় নেই। এখন কোন ডাক্তার দেখানো যায়?,Medicine
আমার কানে ঠক ঠক শব্দ হয়,ENT
"আমার নাক বন্ধ, সর্দি আছে আর অনেক হাঁচি আসে। আমার সর্দির সাথে রক্ত পরে।",Medicine
আমি অনুভব করি সেই সময়ে মৃত্যুই আমার সেই ভয় থেকে দূরে থাকার একমাত্র উপায় যা আমি সেই পর্বগুলিতে অনুভব করি।,Psychiatrist
"আমার অনেক ঠান্ডা, সর্দি আছে। সাথে জ্বর প্রায় ১০৩ ডিগ্রির মত ছিলো। একটু পর পর জ্বর আসছে।",Medicine
"মানসিক দুশ্চিন্তা সমস্যা না থাকলে, আমার জীবন এ আর ভালো কিছু করতে পারতাম!",Psychiatrist
আমার স্কিন অনেক চুল্কায় আর ধরলে ব্যথা করে,Skin
আমি প্রস্রাব করতে গেলে অনেক জ্বালা পুড়া করে আর প্রস্রাবের রঙও হলুদ। আর বেশি প্রস্রাবও হয় না,Medicine
